team,home,wins,losses,points,pointsGivenUp,possessionTime,firstDowns,3rdDownConv%,4thDownAtt,4thDownConv%,yards,yardsGivenUp,rushAtt,rushYds,rushTDs,passAtt,cmp%,passYds,passTDs,passINTs,allowedSacks,fumbleRec,penalties,turnovers,sacks,oppTurnovers,oppSacks
BAL,1,1.17261557916488,1.10101889927013,-0.187967228213427,-6.30264636029552e-03,1.63596887881578,0.851356696560738,-0.445845066651866,1.34305378164932,1.28310604872085,0.360897136457517,0.42604925076338,0.99302573194516,1.17918356745812,0.983139737035359,0.129781926416944,0.122841142642847,-0.200981589712747,-1.22661296649275,0.537027407162174,1.78004479878518,-1.02874632647239,-0.335708589790883,0.08488965820068763,-0.27889307014245146,0.0061107677028055364,0.8162042921755432
DAL,-1,2.07327267460685,0.41468506577314,1.66582325040188,-0.63230942663668,-0.125468942300957,0.961645188266699,0.993587285855557,0.590884386127457,0.583349165945003,1.25561275765374,0.153558007270394,0.290675092539515,0.515345122247082,0.330319002695993,0.759337954958284,1.22441036512132,0.924540431468958,1.42596666645036,-0.650917994590668,-0.164136387354584,-0.766706734905395,1.28343090119315,-0.7291588769440928,-0.11665642387311895,-0.886716657939857,-1.0495171399217793
DEN,1,0.872396547350895,1.78735273276713,-0.731438722565244,-1.14767314807352,0.492178085882835,-0.311267820172947,-0.237810317895318,1.557959323227,0.777690445029403,-0.456649262410529,-0.689994639763726,0.131652306258993,0.373726253935394,0.330319002695993,-0.843418222507224,0.554778958417469,-0.720684106558046,-0.841561084291334,-1.05821356090593,5.59371619730017e-03,-1.08115424478579,-1.60332437549549,-0.886716657939857,-0.46140929719545015,0.2687070693624125,-1.0495171399217793
KAN,-1,2.07327267460685,0.41468506577314,1.40790457511627,-0.434316584502753,0.572243441388142,2.10129293589498,2.69568977568185,-0.644822477944182,0.831567235270624,1.52458664127585,0.533708367824414,-0.39511067329524,0.146545986018726,0.167113819111152,1.32841261831225,1.12728825269862,1.38003028168326,1.74684323495155,-0.20968113108247,-0.966496876872582,1.43442583425737,-5.87505189646672e-02,0.2687070693624125,-1.0495171399217802,-0.886716657939857,-0.46140929719544926
PHI,1,1.47283461097887,1.10101889927013,0.601908714848746,6.64888397183539e-02,-0.228410113664923,8.39326084400835e-02,1.10916214627586,1.15501143276886,-0.801412621326351,0.334894463716502,-0.562274817660264,1.70200232077916,2.19264359381365,1.96237083854441,-1.39049966215669,-0.431777236192024,-1.12036294745755,-0.862952855524746,-0.583035400204791,-0.796766773320698,-1.76245718285998,-0.229186254857723,-0.886716657939857,-1.0495171399217802,-0.7291588769440928,-0.11665642387311805
ARI,1,2.07327267460685,0.41468506577314,0.615725786739047,-0.192648850721638,0.537929717600153,0.469942329410953,0.508172872090279,1.74600167210747,1.14071738879762,0.454562678051497,-0.500755322196818,0.727987754810955,0.354056966669881,1.60331943465776,-4.6163863219064e-02,1.65379233583219,0.401537263535152,-0.157024404822142,-0.4133289142401,-0.102416349699354,1.17238624269038,0.356686587274656,-1.2018322199313853,-0.03553810073845267,-1.5694670422548345,-0.704764266599448
ATL,1,0.872396547350895,1.78735273276713,-1.03080861352175,1.19912436310214,-1.31501136695122,-0.986784831871965,-0.525696788396802,0.913242698493971,-0.133083866191219,-1.20345720747775,0.588206616523012,-1.07427048970164,-1.28685332345549,-0.616271062096088,-0.323828312488388,0.467880226249792,-0.489338471172523,-0.841561084291334,0.129731840846914,5.59371619730017e-03,-0.452259225024999,-1.03875600034974,0.34748595986029457,-2.6110448602641045,-0.886716657939857,0.735085969040877
BUF,1,1.77305364279286,0.757851982521637,1.50922976897847,-1.71253508004384,1.0983872061373,1.6417575537868,2.09259914039772,0.40284203724699,-0.343459904275982,1.13790173374011,-2.40117277988288,0.28404914311116,1.02625485896877,1.24426803077111,0.795076943478099,0.148399593280397,0.40483791462366,1.51153375138401,0.163673138039852,-1.30595708397635,0.28145163136259,5.8424049461809e-02,-0.4665625752844864,0.3092147725838785,0.5838226313539409,-1.4753883363787768
CAR,-1,0.271958483722917,2.47368656626412,-1.29793867006756,6.94004991615003e-02,0.61799507310546,-0.582393695616771,-0.632866204422904,2.49817106762933,-1.24333057937636,-1.35220367950162,-1.91837847852843,0.211163699399254,-0.185373236586796,0.526165222997803,-2.177415810061e-03,-1.01195406566445,-1.21398141469527,-1.63305661992759,1.38555983698563,1.0085443280948,-0.923930489845592,-8.00549859512997e-02,0.5838226313539409,0.18753728788187912,-0.7554185071100535,0.6742472266898777
CHI,-1,0.572177515536906,2.13051964951562,-1.05844275730235,0.30815657349947,0.17191666386161,-0.256123574319966,-1.19182825663746,2.82052937999585,-0.580132947121341,-1.1030812987248,-1.00461336384581,0.522583322531946,0.353565234488243,-6.13734379076269e-02,-0.826923304728849,-0.792151390181503,-1.11076105338188,-1.35496359389323,1.14797075663506,1.64117471406091,-0.452259225024999,-0.154620620404511,0.8201593028475865,1.0798388423632073,-1.5957266724207952,0.8973226153102095
CIN,-1,1.77305364279286,0.757851982521637,0.961152583996557,-0.547871302785447,0.766687876186743,-0.297481758709702,0.686788565467113,-0.349327358274877,0.583349165945003,0.208236283590912,-0.146349533113913,-0.597202130860073,-0.713985331847441,0.330319002695993,-0.535513090644211,1.49277409681561,0.927541023367604,0.91256415684847,-0.107857239503654,1.48687461992283,-0.295035470084802,-1.60332437549549,-0.7291588769440928,-0.19777474700778522,-0.2827451641227615,0.3700535149348787
CLE,1,0.872396547350895,1.78735273276713,-0.542605406731138,-0.309115228447477,0.38923691451887,-1.25698218026321e-02,-0.15585723505183,1.71913847941026,-0.492903858159366,-0.172017855417483,-1.17780411737878,0.718048830668423,1.66353976637137,1.11370388390323,-1.18156403696393,-0.163413504497733,-1.13896661722915,-0.71321045689086,-7.39159423107164e-02,0.823384215129105,-1.08115424478579,0.218207551861548,-0.2827451641227615,0.3700535149348778,-0.7291588769440928,-0.1977747470077843
DET,1,-0.628698611719049,3.16002039976111,-0.823552535167247,1.54561183683651,-0.777429694272738,-0.297481758709702,-0.666487981999718,3.68015154630655,-0.172208678152104,-0.648174325072846,1.08838686224756,-0.699904346999577,-0.391409020693038,-0.714194172246993,0.168270067899821,1.15029085827242,-0.456632019477293,-0.285375032222615,0.129731840846914,-0.534456613285968,-0.923930489845592,-0.3463608232842,0.11114928836664832,-0.9481192360034478,-1.6745055629186774,0.005021060828881367
GNB,-1,2.67371073823483,-0.271648767723854,0.622634322684197,-0.463433178934214,1.85328912947304,0.690519312822876,0.875911064336701,0.590884386127457,0.411456549461111,0.191460365693482,-0.926042269096301,-8.03780754483714e-02,-0.178980718225504,-6.13734379076269e-02,-0.164377440630757,1.20140775954753,0.252107786982635,1.29761603904989,-1.66915691037882,-0.349296500320276,-0.452259225024999,-2.28506731906771,-1.6745055629186774,0.005021060828880467,0.11114928836664832,-0.9481192360034468
HOU,1,-2.82605480910716e-02,2.81685348301262,-1.47756060464147,1.07974632593315,-1.21207019558726,-2.06669297982618,-0.32606748403446,0.456568422641409,-0.267134451434254,-1.92202569075097,1.25890285510821,-0.547507510147409,-1.37044779433392,-1.20380972300152,-0.760943633615346,0.23785417051183,-1.11946276988795,-0.71321045689086,0.129731840846914,0.375913942128683,-0.452259225024999,0.34603435378134,-0.2827451641227615,-0.9481192360034478,0.7676400425156652,1.3231938117672069
IND,-1,1.47283461097887,1.10101889927013,0.859827390134354,-0.582811216103199,1.41864862815852,7.47419007979202e-02,0.232894568180102,1.8265912501991,0.884161244791814,-0.281061321750772,-0.495405800852169,1.05928522622871,1.94431884208656,1.53803736122382,-1.23929624918824,-0.605574700527375,-1.55184806248269,-2.86737774216682e-02,-1.16003745248474,-0.71961672625166,1.32960999763058,-2.07202264920139,-0.7291588769440928,-0.8264417513014484,0.8201593028475865,-0.9481192360034468
JAX,1,-0.628698611719049,3.50318731650961,-1.84371300973443,1.16418444978439,-1.86403094755904,-1.04192907772495,-0.77575875912437,2.01463359907956,1.10479952863681,-1.15900102504956,0.210731016641314,-1.09414833798671,-0.407144450505448,-0.257219658209437,0.176517526789009,-0.817709840819053,-1.04174743971305,-1.84697433226171,0.537027407162174,-0.71961672625166,-2.28653636599397,-0.282447422324303,0.8201593028475865,-0.9481192360034478,-0.7291588769440928,-0.8264417513014475
LAC,-1,1.47283461097887,1.10101889927013,1.14998589983066,1.19912436310214,-0.388540824675535,1.58201795411274,1.27727103415994,2.49817106762933,1.31966529924167,1.21451175880504,0.44677864597389,-0.491186940006391,-0.178980718225504,0.722011443299613,1.30916854757081,0.741355648071597,1.32331909479887,1.42596666645036,0.129731840846914,-0.812196782734505,0.176635794735792,0.463208922207817,-0.2827451641227615,-0.5830867818974496,0.11114928836664832,-0.5830867818974487
LAR,1,2.37349170642084,7.1518149024643e-02,0.993392418407258,-0.445963222275337,-7.97173105836392e-02,0.391821314452562,0.917938286307721,-0.18814820209162,-0.133083866191219,0.821955280005195,-0.414828635598414,-0.169828392731166,-0.650060148234526,-0.77947624568093,0.140778538269194,1.23207790031259,1.23210110108006,1.6612761500179,0.367320921197482,-0.843056801562121,-1.08115424478579,-2.11463158317465,0.0061107677028055364,0.8162042921755422,0.05863002803472693,1.1001184231468752
LVR,1,1.47283461097887,1.10101889927013,-0.243235515774629,0.858460208254059,0.526491809670824,0.240174638356865,-0.630764843324351,0.268526073760942,1.22217396451947,0.507127220796775,-0.374372880429517,-0.855614158565922,-0.784794766003285,-0.1919375847755,0.825317626071788,1.18862853422875,1.00495629435264,-0.52068451579015,-3.9974645117778e-02,6.73137538525308e-02,-0.295035470084802,0.953211662900352,0.11114928836664832,-0.5830867818974496,-0.2827451641227615,-0.5830867818974487
MIA,1,1.17261557916488,1.44418581601863,-0.650839136538492,-0.274175315129725,0.297733651084234,-0.472105203910808,0.220286401588795,0.590884386127457,0.534603498583899,-1.10140370693506,-0.308506898873545,-0.120133772018503,-0.948049850307038,-0.420424841794278,0.355212469388079,0.639121845521389,-0.57935622813187,-0.71321045689086,-7.39159423107164e-02,5.59371619730017e-03,0.805530814496582,-0.218534021364407,0.34748595986029457,0.9581613576612078,-0.12518738312699737,-0.46140929719544926
MIN,1,0.872396547350895,1.78735273276713,0.256481917591236,0.346008146260368,-0.685926430838102,-0.430747019521072,-0.843002314278002,0.590884386127457,-5.93239747895485e-02,4.15954991431165e-02,1.18300652103102,-5.05613030207733e-02,-9.58779795287147e-02,-1.10588661285061,-0.205614735076696,0.245521705703096,3.48649335207429e-02,0.762821758214584,-1.16003745248474,-0.642466679182621,-0.661890898278596,-0.719188995550259,-1.5957266724207952,0.8973226153102085,0.8201593028475865,1.0798388423632082
NOR,-1,1.17261557916488,1.44418581601863,-0.339955019006732,-0.923475370951277,0.366361098660211,-0.959212708945475,-0.786265564617124,0.456568422641409,0.178631848775839,-1.18192811284272,-0.95345856598762,1.20505611365253,0.275379817607832,-0.420424841794278,-1.43998441549181,-1.13974631885221,-1.46002995038415,0.292202791079515,-0.277563725468346,-0.25671644383743,-0.766706734905395,-0.665927828083679,-0.886716657939857,0.735085969040876,0.34748595986029457,-2.6110448602641037
NWE,-1,1.77305364279286,0.757851982521637,0.825284710408603,-1.2670511852425,0.457864362094847,0.607802944043404,1.11756759067007,0.456568422641409,1.06952305883601,0.135540639368719,-1.36871516036589,0.658415285813227,1.03461430605661,1.7665246182426,-0.664723279908154,1.22952205524883,-0.287998754773449,-0.349550345922852,-7.39159423107164e-02,-0.98192688628639,-1.08115424478579,-0.847015797470051,-0.12518738312699737,-0.46140929719545015,0.34748595986029457,0.9581613576612087
NYG,1,-2.82605480910716e-02,2.81685348301262,-1.77462765028293,0.462474523986206,-0.937560405283351,-1.17519433853632,-0.721123370562044,1.8534544428963,-0.410805892077507,-1.66395615376218,0.269575751432438,-0.567385358432475,-0.601378662252382,-1.20380972300152,-2.177415810061e-03,-1.13974631885221,-1.41412089433488,-1.4833142212937,1.14797075663506,-0.164136387354584,-0.766706734905395,-1.28375737069601,0.95145745367739,-0.704764266599449,0.032370397868766235,-0.21805432779145043
NYJ,-1,-2.82605480910716e-02,2.81685348301262,-1.19661347620536,2.07262219604593,-1.58952115725513,-0.812161386670859,-0.567724010367823,1.98777040638235,-3.04614085888948e-02,-1.21603914590082,1.63370369431758,-1.38237713812016,-0.563515284266271,-9.40144746245949e-02,0.184764985678197,-1.4362243462478,-0.658871913445961,-0.969911711691807,1.181912053828,1.39429456343999,-0.609482979965197,-0.3463608232842,0.5838226313539409,-1.4753883363787776,-0.4665625752844864,0.3092147725838794
SEA,-1,0.572177515536906,2.13051964951562,2.61973860862291e-02,-0.643956064409263,-3.13363872771461,-1.0786919082936,-0.265128012176482,-0.913454404916278,-1.28245539133724,-0.749389029720669,0.817232999090736,-0.607141055002605,0.590580146037667,0.526165222997803,-1.67366241735214,0.342643818125791,-0.999439093942158,0.484728732180225,-1.26186134406356,0.283333885645837,-1.18597008141259,-1.04940823384305,-1.5694670422548345,-0.704764266599449,-1.2018322199313853,-0.03553810073845177
SFO,-1,1.47283461097887,1.10101889927013,0.231150619125685,-0.702189253272184,0.434988546236188,0.148267561935228,0.205576873898939,0.107346917577685,0.288950990698337,0.408708502465191,-1.31856339775982,1.08247604922795,0.704170279996001,1.21162699405414,-1.6764115703152,0.639121845521389,-0.141869929309442,-0.435117430856501,0.163673138039852,-1.02821691452781,-0.137811715144604,-0.293099655817619,0.05863002803472693,1.1001184231468741,0.0061107677028055364,0.8162042921755432
TAM,1,2.37349170642084,7.1518149024643e-02,1.62667488004603,-0.562429600001177,0.194792479720269,1.55444583118625,1.16379753483819,0.107346917577685,3.25328691802065e-04,1.50054115895621,-0.327898913747892,-1.23660625069634,-0.750373513288638,1.0484218104693,2.30161276723642,0.933044027853234,1.92193717857853,1.81101854865178,-0.549094103011853,-1.18251700866589,1.74887334413777,-0.910929198429946,-0.7554185071100535,0.6742472266898768,0.5838226313539409,0.18753728788188004
TEN,-1,2.07327267460685,0.41468506577314,0.168973795619334,-0.911828733178694,1.24708000921858,-0.210170036109148,0.863302897745396,0.644610771521876,1.26386433792041,-0.58694222474723,-0.727441289176259,1.63905580120979,1.13935326074546,1.34219114092201,-1.5142115454945,0.973937548873316,-1.30039846137624,-0.413725659623089,0.740675190319805,5.18837444387228e-02,-0.923930489845592,-0.676580061576995,0.7676400425156652,1.323193811767206,-0.2827451641227615,-0.9481192360034468
WAS,-1,0.572177515536906,2.13051964951562,-0.731438722565244,0.77111042495968,0.434988546236188,6.55511931557569e-02,-0.204188540318503,2.17581275526282,0.335131096619383,-0.647335529177975,0.419028003998531,0.562339019102076,0.477973476442609,-0.257219658209437,-0.697713115464905,0.260856776085624,-0.914822402400372,-0.71321045689086,0.129731840846914,0.283333885645837,-0.452259225024999,-1.66723777645538,0.032370397868766235,-0.21805432779145134,0.95145745367739,-0.704764266599448
PIT,-1,1.47283461097887,1.10101889927013,-0.526485489525787,0.928340034889563,-1.02906366871799,-0.711063602607059,7.73938468873288e-02,1.07442185467723,-0.213257661193034,-1.17437894978887,0.935256813757025,-1.22335435183963,-1.23522144438352,-0.77947624568093,0.929785438668168,3.8498255538925e-02,-0.49113882631171,-0.221199718522379,-0.82062448055536,0.283333885645837,-0.137811715144604,-0.271795188830987,-0.8604570277738963,1.4651508772528716,0.2687070693624125,-1.0495171399217793
